id,title,popularity,budget,revenue,genres_list,director,cast_size
4688,Across the Universe,11.872841,0,0,"['Adventure', 'Drama', 'Music', 'Romance']",Julie Taymor,27
4148,Revolutionary Road,20.360549,35000000,75225693,"['Drama', 'Romance']",Sam Mendes,19
2207,16 Blocks,32.31022,55000000,65664721,"['Action', 'Adventure', 'Crime', 'Thriller']",Richard Donner,21
9381,Babylon A.D.,27.568194,70000000,72108608,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",Mathieu Kassovitz,19
9625,The Glimmer Man,6.250282,45000000,0,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",John Gray,12
9304,Multiplicity,11.120344,45000000,0,"['Comedy', 'Fantasy', 'Science Fiction']",Harold Ramis,29
20856,Aliens in the Attic,13.707183,45000000,57881056,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",John Schultz,18
5955,The Pledge,12.495436,35000000,29400000,"['Crime', 'Drama', 'Mystery', 'Thriller']",Sean Penn,16
9899,The Producers,6.803965,45000000,38058335,"['Comedy', 'Music']",Susan Stroman,21
9826,The Phantom,9.025236,45000000,17300889,"['Adventure', 'Action']",Simon Wincer,15
21355,All the Pretty Horses,7.524671,57000000,0,"['Drama', 'Romance', 'Western']",Billy Bob Thornton,8
10858,Nixon,3.770161,44000000,13681765,"['History', 'Drama']",Oliver Stone,34
11439,The Ghost Writer,21.118196,45000000,60222298,"['Thriller', 'Mystery']",Roman Polanski,33
9457,Deep Rising,6.513856,45000000,11203026,"['Adventure', 'Action', 'Horror', 'Science Fiction']",Stephen Sommers,15
12412,Miracle at St. Anna,11.387408,45000000,9323833,"['Drama', 'War']",Spike Lee,25
1494,Curse of the Golden Flower,9.950505,110,0,"['Action', 'Drama', 'Fantasy']",Zhang Yimou,8
13184,Bangkok Dangerous,14.813057,45000000,42487390,"['Action', 'Crime', 'Thriller']",Danny Pang,10
2185,Big Trouble,5.201688,40000000,8493890,"['Action', 'Comedy', 'Thriller']",Barry Sonnenfeld,33
6639,Love in the Time of Cholera,5.361699,45000000,4607608,"['Drama', 'Romance']",Mike Newell,14
38153,Shadow Conspiracy,3.848893,45000000,2154540,"['Action', 'Thriller']",George P. Cosmatos,15
58233,Johnny English Reborn,35.6585,45000000,160078586,"['Crime', 'Adventure', 'Action', 'Comedy', 'Thriller']",Oliver Parker,32
116977,Foodfight!,5.258726,65000000,73706,"['Animation', 'Action', 'Comedy', 'Family']",Lawrence Kasanoff,21
68734,Argo,62.01056,44500000,232324128,"['Drama', 'Thriller']",Ben Affleck,61
5503,The Fugitive,54.884297,44000000,368875760,"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']",Andrew Davis,62
27573,The Bounty Hunter,33.747825,40000000,136000000,['Action'],Andy Tennant,18
819,Sleepers,16.245068,44000000,165615285,"['Crime', 'Drama', 'Thriller']",Barry Levinson,21
1369,Rambo: First Blood Part II,38.653969,44000000,300400432,"['Action', 'Adventure', 'Thriller', 'War']",George P. Cosmatos,19
9623,The Juror,3.937352,44000000,0,"['Drama', 'Thriller']",Brian Gibson,15
10895,Pinocchio,46.007991,2600000,84300000,"['Animation', 'Family']",Ben Sharpsteen,12
10935,Heaven's Gate,5.380124,44000000,3484331,"['Action', 'Drama', 'History', 'Western']",Michael Cimino,23
834,Underworld: Evolution,49.020045,50000000,111340801,"['Fantasy', 'Action', 'Science Fiction', 'Thriller']",Len Wiseman,17
228066,Victor Frankenstein,24.821138,40000000,34227298,"['Drama', 'Science Fiction', 'Thriller']",Paul McGuigan,16
711,Finding Forrester,19.043286,43000000,80049764,['Drama'],Gus Van Sant,13
10468,28 Days,5.418921,43000000,0,"['Comedy', 'Drama']",Betty Thomas,27
10027,Unleashed,25.999888,45000000,50871113,"['Action', 'Crime']",Louis Leterrier,23
11812,The Sweetest Thing,18.65632,43000000,68696770,"['Romance', 'Comedy']",Roger Kumble,11
37233,The Firm,23.736535,42000000,270248367,"['Drama', 'Mystery', 'Thriller']",Sydney Pollack,22
37950,Charlie St. Cloud,21.75433,44000000,48190704,['Drama'],Burr Steers,25
27582,The Mechanic,44.094856,40000000,51070807,"['Action', 'Thriller', 'Crime']",Simon West,17
64688,21 Jump Street,62.714026,42000000,201585328,"['Action', 'Comedy', 'Crime']",Phil Lord,19
509,Notting Hill,28.969151,42000000,363889678,"['Romance', 'Comedy', 'Drama']",Roger Michell,27
7443,Chicken Run,31.789029,45000000,224834564,"['Animation', 'Comedy', 'Family']",Nick Park,14
5966,Along Came Polly,33.238296,42000000,171963386,"['Comedy', 'Romance']",John Hamburg,26
11066,Boomerang,6.420434,40000000,70100000,"['Comedy', 'Romance']",Reginald Hudlin,13
136795,The Heat,37.654688,43000000,158674180,"['Action', 'Comedy', 'Crime']",Paul Feig,23
8095,Cleopatra,13.244365,31115000,71000000,"['Drama', 'History', 'Romance']",Joseph L. Mankiewicz,23
87826,Here Comes the Boom,26.799913,0,73100172,['Comedy'],Frank Coraci,14
11560,High Crimes,14.046705,42000000,63781810,"['Drama', 'Mystery', 'Thriller', 'Crime']",Carl Franklin,36
25189,The Mirror Has Two Faces,3.844926,42000000,0,"['Comedy', 'Drama', 'Romance']",Barbra Streisand,8
2637,The Mothman Prophecies,14.733513,32000000,55157539,"['Drama', 'Horror', 'Mystery']",Mark Pellington,33
18480,Brüno,16.122168,42000000,0,['Comedy'],Larry Charles,11
709,Licence to Kill,28.22119,32000000,156167015,"['Adventure', 'Action', 'Thriller']",John Glen,19
49730,Red Riding Hood,45.151657,42000000,89162162,"['Fantasy', 'Thriller', 'Horror']",Catherine Hardwicke,22
2749,15 Minutes,15.205371,60000000,56359980,"['Action', 'Crime', 'Thriller']",John Herzfeld,86
9607,Super Mario Bros.,14.587367,48000000,20915465,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Annabel Jankel,10
1830,Lord of War,34.828241,42000000,24127895,"['Crime', 'Drama', 'Thriller']",Andrew Niccol,20
79,Hero,23.607392,31000000,177394432,"['Drama', 'Adventure', 'Action', 'History']",Zhang Yimou,27
54054,One for the Money,19.438503,40000000,36893721,"['Action', 'Comedy', 'Crime']",Julie Anne Robinson,17
228967,The Interview,74.168016,44000000,12342632,"['Action', 'Comedy']",Seth Rogen,38
46528,The Warrior's Way,7.349497,42000000,11087569,"['Adventure', 'Fantasy', 'Action', 'Western', 'Thriller']",Sngmoo Lee,13
27936,Micmacs,7.663515,33000000,14000000,"['Action', 'Comedy', 'Crime']",Jean-Pierre Jeunet,12
65,8 Mile,32.798571,41000000,215000000,['Drama'],Curtis Hanson,19
280391,Why I Did (Not) Eat My Father,5.794466,0,0,"['Adventure', 'Comedy', 'Animation']",Jamel Debbouze,17
9476,A Knight's Tale,36.670399,65000000,117487473,"['Adventure', 'Drama', 'Romance', 'Action']",Brian Helgeland,16
10610,The Medallion,14.653718,41000000,0,"['Thriller', 'Fantasy', 'Action', 'Comedy']",Gordon Chan,23
745,The Sixth Sense,73.085576,40000000,672806292,"['Mystery', 'Thriller', 'Drama']",M. Night Shyamalan,51
49527,Man on a Ledge,34.041407,42000000,46221189,"['Action', 'Thriller', 'Crime']",Asger Leth,56
73937,The Big Year,9.419726,41000000,7448385,['Comedy'],David Frankel,18
1885,The Karate Kid,28.456572,8000000,90815558,['Drama'],John G. Avildsen,10
168672,American Hustle,49.664128,40000000,251171807,"['Drama', 'Crime']",David O. Russell,31
18240,The Proposal,36.238968,40000000,317375031,"['Comedy', 'Romance', 'Drama']",Anne Fletcher,71
10398,Double Jeopardy,19.439386,70000000,177841558,"['Crime', 'Drama', 'Mystery', 'Thriller']",Bruce Beresford,8
165,Back to the Future Part II,43.345252,40000000,332000000,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",Robert Zemeckis,55
240832,Lucy,115.241998,40000000,126546825,"['Action', 'Science Fiction']",Luc Besson,59
216015,Fifty Shades of Grey,98.755657,40000000,571006128,"['Drama', 'Romance', 'Thriller']",Sam Taylor-Johnson,17
12279,Spy Kids 3-D: Game Over,21.998734,38000000,197011982,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",Robert Rodriguez,33
1645,A Time to Kill,25.219805,40000000,152266007,"['Crime', 'Drama', 'Thriller']",Joel Schumacher,23
11007,Cheaper by the Dozen,26.516624,40000000,190212113,['Comedy'],Shawn Levy,17
193756,Lone Survivor,37.084384,40000000,149295601,"['Action', 'Drama', 'Thriller', 'War']",Peter Berg,47
11287,A League of Their Own,21.661028,40000000,107458785,['Comedy'],Penny Marshall,27
259693,The Conjuring 2,68.794673,40000000,320170008,['Horror'],James Wan,30
37799,The Social Network,69.27822,40000000,224920315,['Drama'],David Fincher,99
10184,He's Just Not That Into You,26.253357,40000000,177259441,"['Comedy', 'Romance', 'Drama']",Ken Kwapis,41
4257,Scary Movie 4,32.549282,45000000,178262620,['Comedy'],David Zucker,20
4234,Scream 3,24.992057,40000000,161834276,"['Horror', 'Mystery']",Wes Craven,23
196,Back to the Future Part III,45.769562,40000000,244527583,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",Robert Zemeckis,54
257091,Get Hard,36.301202,40000000,111811453,['Comedy'],Etan Cohen,31
6114,Dracula,45.022964,40000000,215862692,"['Romance', 'Horror']",Francis Ford Coppola,29
24803,Julie & Julia,22.853006,40000000,129540499,"['Romance', 'Drama']",Nora Ephron,15
109410,42,31.884559,40000000,95020213,['Drama'],Brian Helgeland,22
1213,The Talented Mr. Ripley,31.385257,40000000,128798265,"['Thriller', 'Crime', 'Drama']",Anthony Minghella,63
100042,Dumb and Dumber To,67.767785,40000000,169837010,['Comedy'],Bobby Farrelly,82
9036,Eight Below,24.287306,40000000,120455994,"['Adventure', 'Drama', 'Family']",Frank Marshall,7
257211,The Intern,53.114573,35000000,194564672,['Comedy'],Nancy Meyers,25
323675,Ride Along 2,25.136082,40000000,124827316,"['Action', 'Comedy']",Tim Story,72
9361,The Last of the Mohicans,37.776566,40000000,75505856,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",Michael Mann,15
1677,Ray,21.743321,40000000,124731534,"['Drama', 'Music']",Taylor Hackford,24
187,Sin City,66.003433,40000000,158733820,"['Action', 'Thriller', 'Crime']",Robert Rodriguez,52
7461,Vantage Point,24.862767,40000000,151161491,"['Drama', 'Action', 'Thriller', 'Crime']",Pete Travis,29
16538,"I Love You, Man",25.391899,41000000,91636986,['Comedy'],John Hamburg,46
9889,Shallow Hal,29.854773,40000000,141069860,"['Comedy', 'Romance']",Bobby Farrelly,19
820,JFK,26.82041,40000000,205405498,"['Drama', 'Thriller', 'History']",Oliver Stone,81
11565,Big Momma's House 2,17.61292,40000000,138259062,"['Comedy', 'Crime']",John Whitesell,8
6073,The Mexican,21.021809,57000000,147845033,"['Action', 'Comedy', 'Crime', 'Romance']",Gore Verbinski,14
16996,17 Again,52.571674,20000000,136267476,['Comedy'],Burr Steers,49
193610,The Other Woman,34.519636,40000000,196781193,"['Comedy', 'Romance']",Nick Cassavetes,16
19912,The Final Destination,32.478077,40000000,186167139,"['Horror', 'Mystery']",David R. Ellis,13
296098,Bridge of Spies,48.445978,40000000,165478348,"['Thriller', 'Drama']",Steven Spielberg,66
8007,Behind Enemy Lines,24.012986,40000000,91753202,"['Action', 'Drama', 'Thriller', 'War']",John Moore,19
32823,Get Him to the Greek,17.869443,40000000,90029656,['Comedy'],Nicholas Stoller,25
4380,Shall We Dance?,14.231899,50000000,170128460,"['Drama', 'Romance', 'Comedy']",Peter Chelsom,18
11551,Small Soldiers,23.088571,40000000,54682547,"['Comedy', 'Adventure', 'Fantasy', 'Science Fiction', 'Action']",Joe Dante,23
10336,Spawn,19.833664,40000000,87840042,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",Mark A.Z. Dippé,10
11362,The Count of Monte Cristo,26.595983,35000000,75395048,"['Action', 'Adventure', 'Drama', 'Thriller']",Kevin Reynolds,10
50348,The Lincoln Lawyer,26.072228,40000000,85412898,"['Crime', 'Drama', 'Thriller']",Brad Furman,21
48138,Unknown,38.643914,30000000,130786397,"['Action', 'Mystery', 'Thriller']",Jaume Collet-Serra,18
1124,The Prestige,74.440708,40000000,109676311,"['Drama', 'Mystery', 'Thriller']",Christopher Nolan,41
227159,Horrible Bosses 2,82.185281,42000000,107670357,['Comedy'],Sean Anders,19
68179,Escape from Planet Earth,18.14218,40000000,74597643,"['Animation', 'Comedy', 'Adventure', 'Family', 'Science Fiction']",Callan Brunker,17
1579,Apocalypto,41.570047,40000000,120175290,"['Action', 'Adventure', 'Drama', 'Thriller']",Mel Gibson,39
708,The Living Daylights,23.331459,40000000,191185897,"['Action', 'Adventure', 'Thriller']",John Glen,49
34851,Predators,47.649554,40000000,126248813,"['Action', 'Science Fiction', 'Adventure', 'Thriller']",Nimród Antal,12
9930,Legal Eagles,7.519433,0,0,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",Ivan Reitman,29
1586,Secret Window,32.908414,40000000,92913171,"['Thriller', 'Mystery']",David Koepp,14
2044,The Lake House,29.88736,40000000,114830111,"['Romance', 'Drama', 'Mystery']",Alejandro Agresti,20
9913,The Skeleton Key,29.105407,43000000,91974818,"['Drama', 'Horror', 'Mystery', 'Thriller']",Iain Softley,20
71864,The Odd Life of Timothy Green,16.394452,0,51854875,"['Fantasy', 'Drama', 'Comedy', 'Family']",Peter Hedges,23
10761,Made of Honor,19.574774,40000000,84601681,"['Comedy', 'Romance']",Paul Weiland,22
209451,Jersey Boys,14.199933,40000000,67347013,"['Music', 'Drama']",Clint Eastwood,71
11975,The Rainmaker,12.229516,40000000,45916769,"['Drama', 'Crime', 'Thriller']",Francis Ford Coppola,26
4970,Gothika,27.303608,40000000,141591324,"['Horror', 'Thriller']",Mathieu Kassovitz,11
11831,Amistad,3.698276,36000000,74000000,"['Drama', 'History', 'Mystery']",Steven Spielberg,24
9096,Medicine Man,7.021871,40000000,0,['Adventure'],John McTiernan,10
440,Aliens vs Predator: Requiem,39.381913,40000000,41797066,"['Fantasy', 'Action', 'Science Fiction', 'Thriller', 'Horror']",Colin Strause,40
11011,Ri¢hie Ri¢h,14.398356,40000000,0,"['Comedy', 'Family']",Donald Petrie,10
10641,Autumn in New York,8.680334,65000000,0,"['Drama', 'Romance']",Joan Chen,11
11172,Music and Lyrics,17.659032,40000000,145896422,"['Comedy', 'Music', 'Romance']",Marc Lawrence,73
39513,Paul,43.151268,40000000,97552050,"['Adventure', 'Comedy', 'Science Fiction']",Greg Mottola,17
82687,The Guilt Trip,15.283444,40000000,41863726,['Comedy'],Anne Fletcher,16
41446,Scream 4,35.21926,40000000,97138686,"['Horror', 'Mystery']",Wes Craven,24
8224,8MM,25.580272,40000000,96618699,"['Thriller', 'Crime', 'Mystery']",Joel Schumacher,16
10537,The Doors,10.794175,38000000,34416893,"['Drama', 'Music']",Oliver Stone,29
225886,Sex Tape,72.641296,40000000,126069509,['Comedy'],Jake Kasdan,28
10385,Hanging Up,3.415534,40000000,36037909,"['Comedy', 'Drama']",Diane Keaton,23
55779,Final Destination 5,38.555482,47000000,157887643,"['Horror', 'Mystery']",Steven Quale,11
10154,Mickey Blue Eyes,6.786117,0,0,"['Comedy', 'Crime', 'Romance']",Kelly Makin,14
10647,Pay It Forward,24.313684,40000000,55707411,"['Drama', 'Romance']",Mimi Leder,16
11431,Fever Pitch,9.965073,30000000,50451307,"['Comedy', 'Drama', 'Romance']",Bobby Farrelly,30
8457,Drillbit Taylor,15.055732,40000000,0,['Comedy'],Steven Brill,41
188161,A Million Ways to Die in the West,32.808675,0,0,"['Comedy', 'Western']",Seth MacFarlane,44
8850,The Shadow,8.178203,25000000,48063435,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",Russell Mulcahy,24
64685,Extremely Loud & Incredibly Close,31.066874,40000000,55247881,['Drama'],Stephen Daldry,21
38357,Morning Glory,22.491388,40000000,58785180,"['Comedy', 'Drama', 'Romance']",Roger Michell,16
10060,Get Rich or Die Tryin',12.885985,40000000,46442528,['Drama'],Jim Sheridan,21
11398,The Art of War,7.832337,40000000,30199105,"['Crime', 'Action', 'Adventure']",Christian Duguay,7
1833,Rent,10.433667,40000000,31670620,"['Drama', 'Romance']",Chris Columbus,13
10391,Bless the Child,3.321949,40000000,0,"['Drama', 'Horror', 'Thriller', 'Crime']",Chuck Russell,15
8970,The Out-of-Towners,4.842626,75000000,29000000,['Comedy'],Sam Weisman,11
9306,The Island of Dr. Moreau,13.210898,40000000,49627779,"['Fantasy', 'Horror', 'Science Fiction']",John Frankenheimer,17
11370,The Musketeer,3.296933,40000000,27053815,"['Action', 'Adventure', 'Drama']",Peter Hyams,15
12184,The Other Boleyn Girl,22.939557,35000000,0,['Drama'],Justin Chadwick,28
1921,Sweet November,19.372805,40000000,65754228,"['Drama', 'Romance']",Pat O'Connor,15
1683,The Reaping,13.445697,40000000,62771059,['Horror'],Stephen Hopkins,15
203,Mean Streets,17.002096,500000,3000000,"['Drama', 'Crime']",Martin Scorsese,15
11858,Renaissance Man,4.516953,40000000,24332324,"['Comedy', 'War']",Penny Marshall,12
62835,Colombiana,33.785969,40000000,60965854,"['Action', 'Thriller', 'Crime', 'Drama']",Olivier Megaton,18
18937,Quest for Camelot,16.059443,40000000,38172500,"['Fantasy', 'Animation', 'Drama', 'Romance', 'Family']",Frederik Du Chau,13
13536,City By The Sea,3.476966,40000000,22433915,"['Crime', 'Drama', 'Mystery']",Michael Caton-Jones,8
15556,At First Sight,5.778724,0,0,"['Drama', 'Romance']",Irwin Winkler,12
10718,Torque,7.360793,40000000,46546197,['Action'],Joseph Kahn,31
11062,City Hall,3.621837,0,0,"['Drama', 'Thriller']",Harold Becker,7
10802,Showgirls,14.513305,45000000,20350754,['Drama'],Paul Verhoeven,23
1887,Marie Antoinette,22.364549,40000000,60474340,"['Drama', 'History']",Sofia Coppola,22
6071,Kiss of Death,6.90894,40000000,0,"['Action', 'Crime', 'Drama', 'Thriller']",Barbet Schroeder,10
10461,Get Carter,4.494788,63600000,19412993,"['Action', 'Drama', 'Thriller', 'Crime']",Stephen T. Kay,15
80278,The Impossible,47.559928,42000000,180274123,"['Thriller', 'Drama']",Juan Antonio Bayona,17
12704,Ishtar,2.410546,55000000,14375181,"['Action', 'Adventure', 'Comedy']",Elaine May,11
10315,Fantastic Mr. Fox,41.258956,40000000,46471023,"['Adventure', 'Animation', 'Comedy', 'Family']",Wes Anderson,30
16643,Life or Something Like It,8.980846,40000000,16872671,"['Comedy', 'Drama', 'Romance']",Stephen Herek,12
2687,Memoirs of an Invisible Man,7.222985,40000000,14358033,"['Comedy', 'Fantasy', 'Science Fiction']",John Carpenter,12
194,Amélie,73.720244,10000000,173921954,"['Comedy', 'Romance']",Jean-Pierre Jeunet,55
11025,New York Minute,10.0403,0,0,['Comedy'],Dennie Gordon,16
8849,Alfie,15.219263,60000000,13395939,['Comedy'],Charles Shyer,17
78698,Big Miracle,8.303696,40000000,24719215,"['Adventure', 'Drama', 'Romance']",Ken Kwapis,38
30943,The Deep End of the Ocean,4.746085,38000000,28121100,"['Drama', 'Mystery']",Ulu Grosbard,15
9544,FearDotCom,6.756886,40000000,18902015,"['Horror', 'Thriller']",William Malone,20
24418,Cirque du Freak: The Vampire's Assistant,16.424807,40000000,28169671,"['Adventure', 'Fantasy', 'Action', 'Thriller']",Paul Weitz,24
7288,Duplex,15.590001,40000000,19322135,"['Action', 'Comedy', 'Thriller']",Danny DeVito,26
14655,Soul Men,5.483671,0,0,"['Comedy', 'Music']",Malcolm D. Lee,14
24575,Raise the Titanic,1.630541,0,0,"['Action', 'Drama', 'Thriller']",Jerry Jameson,9
10366,Universal Soldier: The Return,14.566664,45000000,10667893,"['Action', 'Science Fiction']",Mic Rodgers,12
19898,Pandorum,28.353517,33000000,20645327,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",Christian Alvart,24
4965,Impostor,9.579975,40000000,0,"['Action', 'Science Fiction', 'Thriller']",Gary Fleder,11
15074,Extreme Ops,2.911819,40000000,10959475,"['Action', 'Adventure', 'Drama', 'Thriller']",Christian Duguay,10
56715,Just Visiting,10.844882,0,0,"['Comedy', 'Fantasy', 'Science Fiction']",Jean-Marie Poiré,13
1272,Sunshine,51.502884,50000000,32017803,"['Science Fiction', 'Thriller']",Danny Boyle,12
72358,A Thousand Words,13.119133,40000000,22044277,"['Drama', 'Comedy']",Brian Robbins,44
20542,Delgo,4.238482,40000000,0,"['Adventure', 'Fantasy', 'Animation', 'Comedy', 'Science Fiction', 'Family']",Marc F. Adler,15
266396,The Gunman,26.935458,40000000,13644292,"['Action', 'Drama', 'Crime']",Pierre Morel,28
9978,Stormbreaker,16.282962,40000000,23937870,"['Adventure', 'Action', 'Family']",Geoffrey Sax,20
8271,Disturbia,31.690456,20000000,117760134,"['Thriller', 'Drama', 'Mystery']",D.J. Caruso,15
10428,Hackers,17.842246,20000000,7563728,"['Action', 'Crime', 'Thriller', 'Drama']",Iain Softley,25
5353,The Hunting Party,8.048305,0,0,"['Action', 'Adventure', 'Thriller', 'Drama']",Richard Shepard,11
11934,The Hudsucker Proxy,14.188982,30000000,0,"['Comedy', 'Drama']",Joel Coen,24
14392,The Warlords,6.884467,40000000,0,"['Action', 'Drama', 'History']",Peter Chan,21
19495,Nomad: The Warrior,8.212018,25000000,0,"['Action', 'History', 'War']",Sergei Bodrov Jr.,9
110415,Snowpiercer,64.238688,39200000,86758912,"['Action', 'Science Fiction', 'Drama']",Bong Joon-ho,45
77459,A Monster in Paris,17.375562,25000000,0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Bibo Bergeron,9
26486,The Last Shot,6.7698,0,0,"['Action', 'Comedy']",Jeff Nathanson,43
9495,The Crow,44.690107,15000000,94000000,"['Fantasy', 'Action', 'Thriller']",Alex Proyas,16
256040,Baahubali: The Beginning,16.254032,40000000,100000000,"['Action', 'Adventure', 'War', 'History']",S.S. Rajamouli,16
24420,The Time Traveler's Wife,37.492928,39000000,101229792,"['Drama', 'Romance', 'Fantasy']",Robert Schwentke,34
1257,Because I Said So,18.678415,0,69485490,['Comedy'],Michael Lehmann,16
62214,Frankenweenie,27.908783,39000000,35287788,"['Animation', 'Comedy', 'Family']",Tim Burton,10
16320,Serenity,45.388937,39000000,38869464,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",Joss Whedon,44
8842,Against the Ropes,2.817364,39000000,6614280,"['Romance', 'Drama']",Charles S. Dutton,7
9531,Superman III,22.164202,39000000,75850624,"['Comedy', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']",Richard Lester,10
64807,Grudge Match,21.362949,40000000,44907260,['Comedy'],Peter Segal,17
12289,Red Cliff,14.8375,80341000,127814609,"['Adventure', 'Drama', 'Action']",John Woo,28
11529,Sweet Home Alabama,18.256028,30000000,180622424,"['Comedy', 'Romance']",Andy Tennant,16
20943,The Ugly Truth,22.332927,38000000,205298907,"['Comedy', 'Romance']",Robert Luketic,74
9099,Sgt. Bilko,5.417787,0,0,"['Comedy', 'Family']",Jonathan Lynn,14
9488,Spy Kids 2: The Island of Lost Dreams,24.085144,38000000,119723358,"['Action', 'Adventure', 'Family']",Robert Rodriguez,28
193,Star Trek: Generations,14.779041,38000000,120000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",David Carson,17
44865,The Grandmaster,19.947265,3860000,64076736,"['Action', 'Drama', 'History']",Wong Kar-wai,14
55787,Water for Elephants,16.801218,38000000,114156230,"['Drama', 'Romance']",Francis Lawrence,20
257932,Dragon Nest: Warriors' Dawn,5.057695,40000000,0,"['Adventure', 'Family', 'Fantasy', 'Animation']",Yuefeng Song,9
10400,The Hurricane,20.825781,50000000,73956241,['Drama'],Norman Jewison,79
1957,Enough,11.500783,38000000,51801187,"['Drama', 'Thriller']",Michael Apted,24
10833,Heartbreakers,13.932203,35000000,0,"['Crime', 'Comedy', 'Romance']",David Mirkin,15
256961,Paul Blart: Mall Cop 2,41.258487,38000000,107597242,"['Action', 'Comedy', 'Family']",Andy Fickman,51
5852,Angel Eyes,6.454634,53000000,29700000,"['Drama', 'Romance', 'Thriller']",Luis Mandoki,27
12312,Joe Somebody,5.257009,38000000,0,['Comedy'],John Pasquin,15
622,The Ninth Gate,30.359164,38000000,58401898,"['Horror', 'Mystery', 'Thriller']",Roman Polanski,23
11306,Extreme Measures,3.426555,38000000,17380126,"['Drama', 'Thriller']",Michael Apted,55
12508,Rock Star,11.60815,57000000,16991902,"['Music', 'Drama', 'Comedy']",Stephen Herek,16
25793,Precious,18.664624,10000000,47536959,['Drama'],Lee Daniels,22
10534,White Squall,10.047579,38000000,10300000,"['Action', 'Drama']",Ridley Scott,15
1091,The Thing,52.731379,15000000,19629760,"['Horror', 'Mystery', 'Science Fiction']",John Carpenter,12
87421,Riddick,46.630062,38000000,98337295,"['Science Fiction', 'Action', 'Thriller']",David Twohy,16
10871,Switchback,4.131546,37000000,6482195,"['Action', 'Adventure', 'Mystery', 'Thriller']",Jeb Stuart,12
13503,Texas Rangers,5.641978,0,0,"['Action', 'Western']",Steve Miner,16
13600,City of Ember,23.465539,55000000,17869048,"['Adventure', 'Family', 'Fantasy']",Gil Kenan,21
68722,The Master,25.682509,32000000,28258060,['Drama'],Paul Thomas Anderson,28
14324,Virgin Territory,6.760922,38000000,5410749,"['Adventure', 'Action', 'Comedy', 'Romance']",David Leland,12
14325,The Express,3.87823,40000000,9793496,['Drama'],Gary Fleder,8
299687,The 5th Wave,57.889964,38000000,109906372,"['Adventure', 'Science Fiction']",J Blakeson,35
312221,Creed,57.773583,37000000,173567581,['Drama'],Ryan Coogler,74
23168,The Town,24.218358,37000000,154026136,"['Crime', 'Drama', 'Thriller']",Ben Affleck,48
76494,What to Expect When You're Expecting,27.009723,40000000,79700000,"['Romance', 'Comedy', 'Drama']",Kirk Jones,30
4944,Burn After Reading,31.941347,37000000,163720069,"['Comedy', 'Drama']",Joel Coen,64
10488,Nim's Island,14.353279,37000000,100076342,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Jennifer Flackett,23
96721,Rush,33.003828,38000000,90247624,"['Drama', 'Action']",Ron Howard,25
334,Magnolia,30.993736,37000000,48451803,['Drama'],Paul Thomas Anderson,29
23742,Cop Out,25.825771,30000000,55583804,"['Action', 'Comedy', 'Crime']",Kevin Smith,23
259694,How to Be Single,46.078371,38000000,112343513,"['Comedy', 'Romance']",Christian Ditter,21
62837,Dolphin Tale,6.63839,37000000,95404397,"['Drama', 'Family']",Charles Martin Smith,18
8966,Twilight,127.084938,37000000,392616625,"['Adventure', 'Fantasy', 'Drama', 'Romance']",Catherine Hardwicke,26
8470,John Q,27.465433,36000000,102244770,"['Drama', 'Thriller', 'Crime']",Nick Cassavetes,15
11001,Blue Streak,16.865782,65000000,117758500,"['Action', 'Comedy', 'Crime']",Les Mayfield,51
138832,We're the Millers,100.348805,37000000,269994119,"['Comedy', 'Crime']",Rawson Marshall Thurber,17
16911,The Inhabited Island,2.785832,36500000,21834845,"['Action', 'Fantasy', 'Science Fiction', 'Thriller']",Fyodor Bondarchuk,15
2163,Breakdown,9.176339,36000000,50159144,"['Drama', 'Action', 'Thriller']",Jonathan Mostow,15
36670,Never Say Never Again,23.380757,36000000,160000000,"['Adventure', 'Action', 'Thriller']",Irvin Kershner,37
23048,Hot Tub Time Machine,33.926473,36000000,64572262,"['Science Fiction', 'Comedy', 'Adventure']",Steve Pink,18
227735,Dolphin Tale 2,6.967857,36000000,52424533,"['Family', 'Drama']",Charles Martin Smith,62
2155,Reindeer Games,11.470135,42000000,32168970,['Thriller'],John Frankenheimer,19
8409,A Man Apart,19.854932,36000000,44350926,"['Action', 'Drama']",F. Gary Gray,15
